1	2	3	4	5
835000	750000	624000	715000	788000
728000	829000	615000	753000	793000
849000	860000	668000	685000	830000
675000	858000	647000	1418000	800000
749000	1044000	565000	879000	2882000
690000	906000	746000	954000	838000
647000	729000	545000	867000	940000
687000	725000	649000	724000	1085000
705000	885000	535000	1089000	848000
797000	737000	1174000	754000	795000
1023000	852000	799000	710000	799000
712000	742000	727000	844000	892000
735000	849000	669000	858000	763000
920000	788000	810000	740000	1251000
838000	820000	782000	770000	781000
686000	712000	543000	1024000	832000
784000	815000	498000	1734000	1039000
841000	780000	823000	722000	903000
816000	734000	535000	902000	789000
671000	728000	562000	951000	834000
768000	724000	654000	6752000	854000
796000	739000	547000	1123000	811000
671000	703000	581000	824000	881000
816000	760000	606000	1034000	754000
939000	1071000	656000	884000	1309000
677000	856000	571000	872000	826000
965000	1030000	552000	724000	964000
870000	652000	714000	764000	782000
905000	1307000	659000	866000	789000
698000	1011000	592000	738000	776000
825000	722000	549000	896000	769000
681000	930000	553000	787000	784000
776000	771000	578000	2122000	845000
1056000	746000	519000	843000	884000
763000	1067000	623000	820000	783000
815000	1087000	1380000	714000	787000
787000	678000	573000	779000	904000
812000	852000	574000	760000	907000
777000	708000	657000	784000	814000
849000	960000	522000	963000	892000
979000	762000	653000	826000	785000
579000	871000	643000	948000	852000
640000	856000	702000	795000	777000
814000	861000	586000	809000	839000
791000	809000	531000	1098000	774000
836000	839000	550000	744000	807000
661000	810000	679000	767000	800000
757000	1053000	676000	704000	1505000
783000	972000	517000	878000	778000
871000	639000	580000	957000	777000
821000	889000	716000	934000	820000
651000	747000	554000	1057000	779000
628000	887000	537000	1070000	796000
692000	703000	515000	755000	839000
723000	726000	516000	716000	889000
731000	757000	1467000	1185000	873000
806000	1380000	579000	996000	1353000
743000	857000	499000	829000	789000
847000	752000	1456000	847000	790000
946000	905000	572000	752000	854000
706000	658000	787000	976000	880000
632000	727000	720000	720000	869000
1140000	1073000	689000	841000	771000
896000	709000	576000	965000	848000
593000	776000	534000	837000	779000
922000	911000	629000	725000	838000
904000	827000	684000	926000	1190000
807000	789000	767000	713000	809000
919000	1117000	667000	848000	820000
644000	775000	591000	673000	798000
956000	704000	675000	884000	777000
742000	834000	673000	683000	795000
883000	870000	1914000	1082000	815000
713000	731000	4804000	1030000	771000
837000	797000	717000	861000	887000
648000	728000	644000	804000	830000
708000	902000	586000	768000	823000
869000	940000	616000	700000	822000
845000	718000	544000	844000	872000
779000	776000	776000	775000	788000
888000	871000	1374000	808000	855000
1110000	707000	742000	6224000	822000
807000	937000	824000	824000	963000
639000	715000	551000	909000	789000
724000	810000	741000	969000	786000
843000	739000	590000	1000000	794000
799000	1071000	592000	702000	798000
707000	1048000	888000	839000	757000
710000	645000	598000	827000	846000
939000	1145000	587000	802000	851000
823000	711000	788000	789000	846000
957000	956000	716000	801000	814000
697000	923000	600000	748000	864000
1119000	803000	538000	904000	834000
597000	1267000	599000	1164000	787000
716000	874000	630000	845000	810000
964000	910000	522000	1166000	1477000
863000	905000	588000	813000	828000
782000	856000	529000	750000	1223000
932000	1028000	889000	782000	797000
587000	733000	510000	741000	1046000
686000	894000	752000	971000	763000
660000	981000	591000	711000	812000
767000	755000	842000	779000	899000
992000	823000	573000	688000	779000
1128000	1128000	563000	1026000	815000
751000	3748000	669000	753000	837000
649000	798000	1098000	751000	881000
675000	798000	564000	1292000	840000
839000	915000	1210000	812000	869000
686000	1364000	578000	935000	1151000
661000	687000	661000	1060000	799000
811000	764000	644000	694000	825000
743000	773000	637000	1515000	938000
813000	976000	883000	782000	860000
760000	1053000	605000	799000	791000
687000	741000	516000	790000	843000
666000	962000	578000	1286000	784000
978000	3269000	571000	916000	1206000
751000	985000	537000	838000	862000
671000	942000	653000	5682000	761000
613000	1036000	905000	837000	831000
753000	896000	894000	824000	857000
777000	970000	531000	708000	861000
764000	703000	583000	788000	774000
683000	709000	645000	806000	897000
740000	769000	556000	733000	880000
1006000	5646000	3465000	770000	799000
775000	862000	779000	692000	792000
794000	765000	567000	909000	860000
986000	881000	1472000	666000	838000
678000	865000	531000	756000	828000
672000	1215000	591000	883000	833000
642000	814000	537000	714000	839000
616000	813000	552000	922000	873000
737000	751000	1077000	782000	823000
696000	1125000	558000	1043000	862000
1035000	946000	897000	773000	1225000
895000	754000	709000	732000	848000
776000	900000	639000	1305000	779000
998000	761000	751000	751000	831000
740000	765000	575000	948000	787000
823000	823000	602000	771000	776000
617000	683000	1279000	805000	982000
655000	724000	631000	770000	780000
621000	770000	1204000	774000	803000
710000	845000	640000	890000	823000
812000	862000	615000	1500000	839000
838000	869000	599000	859000	834000
677000	747000	718000	745000	906000
670000	953000	657000	827000	823000
953000	911000	707000	771000	831000
649000	788000	543000	939000	832000
707000	643000	703000	675000	809000
1106000	920000	891000	734000	827000
763000	903000	665000	887000	861000
801000	824000	567000	768000	839000
1046000	1558000	541000	799000	875000
802000	715000	569000	768000	851000
649000	764000	575000	802000	798000
820000	668000	2987000	895000	1055000
616000	755000	999000	809000	1265000
695000	706000	728000	813000	885000
763000	817000	579000	778000	824000
700000	1292000	661000	754000	849000
562000	898000	558000	728000	871000
764000	786000	855000	1501000	809000
694000	639000	530000	987000	795000
831000	951000	538000	1063000	841000
911000	849000	697000	876000	866000
1054000	752000	539000	827000	780000
808000	717000	570000	704000	838000
863000	1041000	636000	733000	876000
803000	778000	1590000	1328000	834000
577000	687000	1084000	1216000	787000
901000	779000	546000	878000	842000
825000	761000	596000	812000	847000
614000	1126000	1050000	707000	800000
881000	723000	542000	1376000	788000
769000	886000	591000	875000	800000
604000	716000	508000	1268000	805000
772000	829000	1175000	831000	850000
740000	2969000	673000	812000	814000
770000	643000	577000	1723000	838000
632000	805000	711000	1232000	797000
764000	1100000	660000	749000	787000
709000	755000	588000	825000	774000
1100000	803000	574000	747000	760000
727000	756000	533000	799000	903000
675000	927000	559000	762000	782000
887000	921000	580000	874000	767000
894000	723000	603000	1277000	1027000
636000	821000	672000	762000	851000
910000	906000	1106000	713000	859000
799000	780000	534000	866000	869000
624000	858000	547000	795000	836000
1019000	761000	560000	712000	945000
772000	1047000	683000	716000	817000
680000	827000	606000	1161000	773000
779000	2383000	509000	905000	864000
655000	781000	563000	1260000	857000
759000	701000	521000	1365000	891000
729000	858000	4984000	694000	1043000
626000	803000	581000	878000	772000
850000	764000	774000	1188000	750000
775000	677000	681000	941000	804000
4170000	1309000	1014000	836000	831000
894000	811000	790000	1129000	866000
774000	869000	659000	752000	788000
948000	1068000	760000	679000	786000
772000	708000	611000	699000	779000
709000	1042000	591000	908000	885000
588000	736000	556000	737000	801000
598000	1569000	589000	706000	779000
741000	732000	589000	770000	3180000
996000	872000	546000	1016000	787000
819000	777000	848000	875000	846000
832000	871000	526000	1527000	1085000
833000	1050000	560000	689000	851000
848000	913000	639000	731000	890000
595000	857000	720000	1388000	749000
1230000	770000	1080000	1026000	805000
809000	650000	570000	854000	844000
732000	775000	522000	744000	838000
847000	810000	636000	821000	982000
1141000	702000	1009000	979000	887000
617000	864000	695000	1025000	777000
838000	792000	1213000	914000	777000
678000	1268000	551000	2000000	766000
669000	772000	785000	895000	782000
707000	1154000	788000	734000	811000
672000	838000	531000	749000	763000
952000	929000	783000	729000	930000
839000	777000	688000	710000	790000
682000	735000	578000	735000	767000
672000	1470000	629000	943000	1239000
681000	1040000	884000	694000	1214000
788000	1029000	615000	1485000	837000
684000	777000	523000	711000	844000
1716000	787000	550000	708000	1259000
700000	991000	500000	798000	880000
667000	704000	624000	1266000	922000
605000	895000	537000	766000	756000
859000	913000	768000	910000	901000
676000	866000	578000	858000	861000
729000	829000	609000	750000	866000
786000	1215000	728000	1152000	870000
801000	887000	619000	882000	860000
753000	879000	625000	1485000	897000
810000	924000	592000	932000	961000
994000	662000	630000	1306000	806000
712000	1121000	531000	965000	1018000
622000	908000	580000	991000	823000
973000	799000	1469000	940000	795000
739000	700000	520000	783000	847000
671000	800000	560000	692000	782000
1029000	765000	601000	898000	803000
829000	761000	668000	864000	815000
870000	874000	510000	774000	861000
790000	847000	599000	799000	927000
786000	749000	658000	810000	791000
889000	911000	525000	962000	795000
719000	770000	605000	741000	840000
930000	691000	683000	813000	1228000
932000	711000	927000	780000	1347000
779000	758000	578000	887000	1144000
742000	803000	574000	714000	814000
1064000	650000	605000	1067000	762000
721000	877000	661000	845000	796000
620000	1061000	552000	815000	840000
954000	707000	675000	919000	842000
628000	808000	742000	879000	832000
679000	751000	630000	883000	922000
814000	963000	588000	1262000	1352000
645000	989000	529000	647000	762000
781000	960000	727000	780000	798000
6428000	740000	507000	837000	763000
694000	863000	507000	847000	790000
945000	733000	8535000	764000	847000
728000	634000	793000	779000	835000
625000	693000	714000	807000	934000
710000	716000	533000	965000	790000
720000	1053000	556000	1013000	833000
789000	772000	597000	823000	773000
856000	736000	614000	1106000	824000
613000	725000	592000	883000	791000
746000	782000	603000	1084000	766000
809000	1083000	544000	854000	871000
690000	1081000	576000	1007000	880000
684000	891000	507000	4173000	852000
704000	815000	680000	1046000	786000
683000	1078000	659000	854000	817000
776000	866000	578000	982000	787000
688000	784000	758000	745000	874000
662000	727000	699000	987000	777000
658000	817000	541000	744000	804000
566000	992000	570000	774000	864000
784000	773000	600000	870000	982000
714000	1190000	703000	753000	765000
937000	1384000	558000	2012000	826000
729000	810000	512000	647000	785000
866000	1015000	577000	682000	780000
756000	787000	708000	1360000	891000
683000	865000	563000	723000	842000
676000	726000	564000	774000	978000
829000	914000	589000	1023000	852000
659000	1099000	674000	743000	842000
791000	2041000	1240000	1096000	776000
724000	844000	644000	861000	784000
1126000	965000	634000	1129000	994000
967000	916000	818000	757000	837000
576000	924000	579000	931000	837000
690000	1198000	570000	740000	846000
831000	792000	537000	780000	780000
713000	765000	643000	776000	807000
752000	780000	608000	683000	817000
919000	719000	629000	1090000	879000
592000	1020000	631000	1072000	787000
709000	718000	545000	810000	855000
817000	1017000	534000	866000	1075000
1031000	711000	517000	812000	831000
797000	986000	604000	1174000	1038000
707000	943000	558000	1101000	783000
1136000	864000	675000	1200000	780000
685000	760000	726000	972000	854000
901000	824000	520000	731000	829000
888000	638000	720000	703000	882000
965000	1009000	736000	829000	850000
711000	761000	626000	768000	883000
715000	824000	693000	2729000	804000
728000	805000	538000	928000	1254000
999000	877000	514000	871000	843000
697000	728000	546000	722000	816000
957000	838000	531000	716000	1238000
672000	943000	610000	859000	771000
792000	883000	533000	756000	1415000
831000	960000	657000	788000	792000
719000	985000	682000	883000	778000
735000	778000	654000	1587000	823000
892000	959000	623000	851000	847000
841000	881000	557000	1066000	836000
672000	756000	609000	876000	784000
806000	653000	523000	680000	810000
787000	1347000	843000	728000	802000
658000	3730000	599000	794000	754000
784000	853000	588000	837000	810000
787000	909000	521000	723000	792000
1222000	1271000	594000	729000	792000
865000	641000	548000	770000	816000
795000	709000	882000	898000	870000
658000	694000	518000	864000	806000
982000	954000	657000	5347000	827000
689000	1063000	569000	1303000	844000
817000	800000	511000	821000	782000
695000	973000	607000	782000	786000
766000	843000	649000	813000	768000
758000	801000	680000	766000	794000
835000	718000	530000	694000	858000
855000	785000	976000	752000	793000
1059000	814000	712000	797000	803000
754000	1005000	867000	755000	1159000
671000	869000	515000	807000	777000
715000	702000	654000	714000	828000
728000	858000	682000	834000	793000
739000	1068000	813000	848000	802000
670000	656000	647000	805000	828000
573000	715000	819000	876000	797000
638000	697000	572000	1335000	934000
882000	864000	1311000	1118000	789000
706000	706000	727000	853000	869000
747000	1239000	594000	817000	846000
804000	943000	620000	675000	799000
775000	789000	6088000	761000	853000
837000	723000	1012000	987000	843000
747000	873000	578000	747000	771000
713000	5195000	729000	851000	826000
679000	750000	633000	1073000	1712000
1033000	964000	978000	682000	850000
811000	943000	687000	784000	1380000
946000	831000	591000	733000	898000
785000	1163000	533000	997000	772000
876000	1047000	609000	694000	784000
816000	1460000	546000	857000	795000
624000	872000	691000	1367000	881000
793000	889000	540000	904000	913000
684000	857000	590000	965000	807000
738000	847000	751000	1195000	822000
729000	787000	574000	751000	775000
671000	848000	566000	839000	854000
710000	719000	555000	730000	861000
862000	945000	736000	803000	1023000
633000	957000	547000	782000	806000
780000	758000	636000	945000	752000
1082000	846000	752000	720000	880000
1109000	860000	654000	998000	848000
1006000	1163000	772000	737000	941000
916000	698000	631000	1526000	1026000
977000	760000	594000	894000	941000
933000	947000	639000	1489000	860000
1036000	942000	522000	862000	858000
1076000	807000	1418000	1172000	817000
636000	730000	535000	907000	803000
1314000	755000	581000	761000	889000
768000	1100000	708000	830000	784000
772000	856000	629000	871000	867000
686000	767000	706000	902000	844000
679000	749000	1503000	806000	803000
751000	953000	585000	992000	784000
796000	834000	638000	952000	771000
4222000	759000	638000	819000	800000
988000	754000	644000	843000	864000
746000	673000	621000	1166000	839000
946000	905000	694000	789000	766000
718000	810000	779000	825000	790000
624000	787000	578000	1191000	831000
708000	1002000	573000	748000	812000
789000	972000	519000	827000	789000
1086000	941000	616000	1114000	845000
642000	805000	704000	1732000	926000
744000	781000	825000	1025000	798000
716000	746000	669000	1019000	816000
666000	794000	573000	921000	845000
799000	807000	725000	847000	785000
912000	915000	586000	845000	786000
617000	739000	584000	1054000	821000
713000	701000	523000	752000	811000
712000	635000	645000	1317000	863000
819000	865000	592000	795000	821000
821000	792000	531000	704000	853000
745000	925000	574000	798000	828000
795000	834000	827000	745000	1028000
810000	937000	517000	1017000	785000
595000	757000	638000	1070000	860000
716000	765000	559000	875000	833000
703000	904000	698000	733000	808000
850000	995000	651000	994000	1218000
838000	737000	1397000	769000	803000
757000	759000	759000	858000	1013000
640000	849000	602000	909000	851000
591000	932000	1147000	792000	871000
652000	942000	631000	851000	836000
661000	890000	691000	968000	827000
885000	978000	558000	790000	851000
805000	841000	908000	914000	941000
836000	1374000	521000	881000	851000
798000	791000	551000	1227000	869000
801000	1376000	692000	1085000	809000
724000	930000	594000	750000	920000
722000	758000	539000	773000	811000
669000	775000	1553000	2231000	834000
731000	757000	660000	852000	886000
822000	763000	1002000	1036000	849000
596000	755000	578000	1217000	869000
700000	654000	596000	926000	815000
684000	916000	566000	833000	803000
896000	911000	996000	785000	804000
678000	792000	867000	735000	1229000
597000	725000	575000	865000	792000
704000	813000	1246000	888000	814000
753000	1261000	612000	757000	796000
785000	739000	544000	886000	840000
626000	4397000	571000	1224000	779000
679000	715000	1529000	964000	840000
1157000	769000	566000	875000	788000
865000	775000	572000	703000	839000
638000	868000	605000	785000	853000
692000	834000	542000	665000	828000
1130000	787000	664000	768000	868000
1003000	860000	628000	808000	863000
731000	1730000	552000	1301000	1016000
634000	756000	507000	837000	777000
613000	1109000	743000	1422000	832000
789000	901000	703000	685000	843000
645000	713000	656000	700000	780000
656000	694000	580000	763000	780000
956000	807000	495000	747000	845000
770000	726000	566000	4547000	782000
1100000	815000	703000	1215000	1198000
764000	747000	654000	738000	930000
1007000	791000	578000	702000	777000
717000	904000	599000	722000	850000
770000	703000	1415000	764000	814000
684000	771000	633000	710000	791000
850000	883000	661000	1115000	894000
576000	756000	712000	825000	820000
704000	874000	520000	1206000	779000
777000	5092000	738000	727000	851000
806000	808000	791000	909000	791000
1047000	2532000	581000	660000	824000
650000	719000	829000	841000	856000
722000	728000	550000	845000	1446000
673000	779000	592000	841000	833000
987000	826000	558000	1131000	873000
847000	912000	946000	831000	803000
794000	6533000	629000	748000	777000
693000	1028000	631000	726000	765000
695000	905000	2012000	705000	810000
858000	784000	582000	819000	848000
1015000	846000	730000	1069000	823000
1059000	788000	708000	831000	775000
681000	797000	800000	771000	801000
947000	993000	647000	861000	769000
617000	819000	606000	722000	826000
988000	688000	591000	963000	1212000
894000	940000	600000	882000	819000
784000	894000	722000	908000	791000
857000	883000	758000	837000	837000
703000	879000	526000	1043000	781000
993000	856000	609000	817000	756000
630000	998000	664000	745000	1103000
788000	815000	7525000	1079000	797000
791000	882000	688000	789000	1239000
738000	780000	757000	850000	770000
928000	948000	599000	829000	1016000
686000	896000	569000	1397000	800000
691000	909000	548000	871000	1357000
927000	727000	610000	744000	1132000
676000	905000	638000	989000	782000
935000	779000	563000	821000	759000
677000	980000	566000	706000	848000
650000	884000	527000	770000	1404000
797000	636000	659000	1131000	1187000
840000	1249000	577000	753000	805000
841000	1002000	616000	948000	885000
803000	786000	814000	781000	960000
618000	714000	613000	718000	822000
1130000	657000	571000	1383000	1077000
854000	859000	552000	1017000	973000
857000	730000	602000	864000	842000
1075000	866000	692000	845000	860000
708000	843000	722000	876000	846000
696000	941000	557000	740000	791000
1100000	848000	669000	1113000	892000
1015000	750000	514000	907000	795000
602000	754000	772000	779000	864000
682000	653000	502000	876000	845000
693000	956000	819000	784000	827000
1233000	700000	1442000	722000	770000
832000	861000	637000	797000	843000
798000	1097000	1146000	793000	810000
590000	752000	542000	925000	824000
828000	853000	635000	884000	786000
795000	780000	783000	699000	795000
655000	1206000	532000	1017000	795000
674000	951000	585000	799000	1031000
730000	835000	534000	1364000	779000
881000	767000	552000	874000	834000
718000	1199000	638000	769000	821000
873000	652000	636000	754000	832000
821000	766000	614000	1121000	810000
790000	826000	610000	778000	782000
919000	738000	654000	736000	814000
656000	909000	557000	910000	838000
762000	813000	513000	973000	957000
809000	1089000	585000	708000	871000
808000	658000	1199000	741000	825000
788000	5021000	1044000	679000	1065000
665000	874000	521000	1011000	796000
971000	953000	559000	1094000	855000
701000	742000	777000	768000	836000
914000	797000	745000	758000	832000
974000	764000	761000	806000	794000
877000	822000	1199000	846000	793000
759000	713000	524000	922000	874000
847000	1027000	560000	713000	853000
616000	1039000	621000	841000	824000
772000	1130000	573000	824000	807000
629000	929000	1027000	689000	780000
717000	685000	621000	844000	856000
624000	658000	696000	881000	771000
778000	763000	544000	811000	783000
559000	728000	786000	655000	757000
635000	800000	682000	734000	783000
800000	752000	929000	738000	869000
597000	867000	581000	816000	1247000
753000	724000	569000	924000	795000
684000	796000	987000	769000	811000
798000	733000	630000	726000	788000
638000	801000	586000	879000	964000
675000	940000	603000	1693000	860000
680000	985000	814000	751000	830000
921000	713000	690000	794000	799000
779000	777000	813000	1082000	840000
867000	1003000	628000	821000	854000
1044000	831000	505000	648000	775000
1215000	851000	612000	869000	779000
813000	736000	589000	733000	861000
618000	811000	577000	1292000	1306000
676000	900000	635000	764000	760000
827000	805000	568000	739000	764000
790000	1066000	502000	762000	755000
1005000	1158000	516000	859000	877000
657000	1034000	526000	789000	989000
651000	782000	531000	872000	852000
904000	1260000	562000	1215000	838000
807000	676000	539000	916000	827000
808000	839000	678000	713000	873000
825000	714000	712000	898000	909000
699000	986000	541000	1968000	834000
689000	825000	706000	922000	788000
661000	1194000	696000	2420000	796000
697000	695000	770000	1087000	772000
762000	783000	1061000	802000	884000
877000	642000	1059000	743000	867000
583000	861000	769000	1354000	773000
679000	905000	533000	782000	856000
680000	720000	728000	865000	811000
814000	786000	519000	982000	755000
628000	717000	697000	789000	786000
980000	980000	597000	752000	837000
652000	706000	600000	1127000	783000
984000	741000	558000	815000	783000
690000	883000	585000	772000	872000
848000	726000	576000	877000	813000
789000	855000	555000	771000	797000
741000	1584000	612000	738000	939000
751000	754000	786000	905000	1170000
935000	653000	536000	756000	781000
670000	1290000	2680000	856000	826000
790000	867000	637000	1106000	794000
762000	831000	777000	747000	920000
947000	911000	1337000	737000	854000
638000	729000	660000	772000	803000
866000	717000	630000	1168000	787000
919000	872000	533000	737000	844000
624000	771000	716000	721000	835000
766000	769000	1270000	728000	874000
1001000	882000	622000	860000	843000
638000	1283000	599000	936000	767000
1007000	874000	745000	6640000	859000
873000	775000	684000	1333000	822000
572000	704000	557000	865000	786000
787000	759000	534000	881000	806000
717000	1389000	611000	1247000	867000
736000	763000	526000	925000	782000
834000	830000	562000	835000	918000
701000	1288000	733000	797000	817000
1071000	1007000	814000	893000	1221000
685000	923000	716000	1501000	884000
659000	766000	707000	749000	756000
884000	736000	599000	815000	823000
1029000	903000	654000	1143000	780000
850000	865000	951000	1188000	947000
825000	973000	649000	769000	806000
726000	786000	528000	965000	1225000
725000	800000	596000	786000	888000
682000	705000	932000	1153000	1109000
783000	858000	707000	710000	803000
558000	777000	761000	833000	864000
1050000	909000	541000	705000	760000
833000	846000	627000	802000	792000
717000	800000	896000	1911000	776000
959000	714000	583000	835000	1341000
764000	684000	511000	1176000	805000
1029000	1010000	805000	827000	837000
1018000	887000	573000	1298000	813000
751000	1378000	878000	866000	1336000
696000	801000	526000	746000	856000
855000	754000	570000	870000	838000
918000	731000	680000	784000	863000
1265000	909000	562000	836000	913000
784000	809000	531000	803000	831000
642000	738000	533000	792000	801000
926000	930000	654000	743000	896000
920000	717000	599000	723000	831000
715000	905000	766000	766000	790000
842000	709000	609000	818000	857000
1060000	989000	1211000	722000	829000
698000	992000	554000	1270000	857000
854000	747000	617000	882000	808000
804000	744000	1034000	711000	848000
657000	1116000	706000	930000	791000
791000	821000	649000	828000	792000
1008000	755000	637000	950000	769000
730000	736000	954000	854000	846000
713000	655000	598000	927000	859000
737000	1136000	927000	789000	796000
771000	1073000	630000	684000	898000
914000	769000	563000	965000	833000
695000	686000	558000	1098000	821000
685000	823000	592000	766000	770000
953000	794000	701000	747000	811000
663000	909000	841000	731000	792000
703000	955000	569000	760000	924000
862000	1154000	580000	772000	851000
789000	722000	570000	672000	837000
771000	938000	720000	886000	878000
878000	660000	1800000	974000	837000
594000	748000	566000	830000	825000
