1	10	100	1000	10000	100000
14	6	8	7	26	94
6	7	8	6	9	123
4	6	6	4	10	107
4	4	3	3	9	63
3	5	4	4	8	49
3	3	3	3	5	66
4	4	6	3	5	50
3	4	3	6	6	56
3	6	3	3	6	47
5	3	3	3	7	44
5	3	4	3	14	44
3	3	3	3	5	44
4	2	3	3	5	43
2	4	7	8	7	46
4	3	4	4	7	50
2	3	3	3	7	48
4	3	8	4	8	47
3	3	3	4	5	48
2	3	3	3	5	62
3	3	6	3	6	50
3	3	3	3	6	42
4	7	4	6	34	50
3	3	3	3	5	47
4	3	3	3	6	42
4	3	3	3	4	49
3	4	3	3	6	43
3	3	2	3	5	45
3	3	3	3	11	48
4	4	3	4	9	48
3	4	3	3	6	62
2	3	4	6	6	50
3	3	4	6	11	53
5	5	8	14	5	50
5	5	2	3	6	48
3	3	2	3	5	61
4	3	2	3	5	49
3	3	2	3	5	47
2	3	2	2	5	61
3	3	2	3	5	48
2	2	3	2	4	48
3	2	4	3	10	43
2	3	3	3	11	48
2	3	3	3	5	46
2	3	3	5	23	41
3	2	2	3	5	48
3	2	2	3	5	43
3	10	4	4	6	45
2	3	2	3	5	44
5	3	3	3	5	44
3	3	2	3	5	44
2	2	2	3	5	44
2	3	3	2	4	43
3	3	3	2	5	44
2	2	2	3	10	48
3	3	2	3	10	66
3	2	2	3	6	47
3	2	2	5	6	47
2	2	2	3	5	57
3	3	3	2	5	42
2	3	3	3	5	41
2	2	2	2	23	43
4	2	3	2	6	48
3	2	3	2	5	44
2	3	3	2	5	47
2	3	2	2	5	46
3	2	3	2	6	43
2	3	3	5	11	44
2	2	2	3	7	46
2	3	2	3	6	49
2	3	3	4	4	42
3	2	2	2	5	50
3	3	3	2	5	55
2	3	2	3	5	42
2	2	3	3	5	44
3	2	2	3	5	63
3	2	2	3	5	42
3	2	2	2	4	42
3	2	3	3	5	64
3	3	2	2	5	50
2	3	3	3	10	41
3	2	3	3	6	62
3	2	3	2	5	50
3	3	2	4	5	51
3	3	3	3	5	49
2	2	3	3	5	48
2	3	3	3	4	42
3	10	3	2	5	42
4	2	2	2	5	42
2	2	2	3	4	42
1	2	2	5	5	41
3	3	2	2	5	48
2	3	2	2	5	45
2	2	8	3	13	44
2	3	4	4	6	44
3	2	2	2	7	49
2	2	2	4	8	49
2	2	2	3	5	47
2	2	2	2	6	57
3	2	3	5	5	49
2	2	2	2	5	42
4	2	2	2	5	56
3	3	4	2	5	41
2	5	3	2	5	43
3	3	2	2	6	56
3	5	3	2	9	47
3	2	2	3	7	48
