2	2	3	2	5	54
2	4	2	3	6	46
3	3	2	2	5	43
3	2	3	2	5	53
2	2	2	3	5	42
3	2	2	2	6	43
3	2	2	2	9	61
3	2	3	2	6	50
2	2	3	4	4	47
2	2	2	2	5	59
2	2	3	3	5	41
2	4	2	2	5	41
4	3	2	3	5	60
3	3	3	2	5	43
2	2	2	3	6	42
3	2	2	2	4	57
2	2	2	3	6	46
2	2	2	3	7	47
3	2	2	4	4	44
3	2	4	2	5	47
3	2	2	2	5	52
2	4	2	2	5	43
2	4	3	2	4	42
3	1	3	2	5	57
2	2	2	2	5	41
2	2	2	3	5	47
3	2	1	3	6	55
2	3	2	2	8	48
2	3	4	4	6	43
2	2	2	2	4	58
2	2	2	3	4	47
2	4	3	2	5	41
2	2	2	2	5	49
3	2	2	2	5	49
2	3	3	3	6	45
2	2	3	2	5	52
2	2	2	2	6	47
2	2	2	2	7	47
3	2	3	4	5	62
3	2	2	2	5	47
2	2	2	3	5	42
2	4	2	2	6	62
4	3	2	2	5	42
2	3	3	2	7	43
2	2	2	2	5	56
2	3	1	3	4	44
2	3	3	3	11	46
2	2	2	3	5	55
2	2	2	3	4	47
2	3	2	4	5	48
2	3	3	2	5	45
2	3	3	2	5	45
3	3	2	3	5	49
2	2	2	2	5	62
2	2	2	3	5	42
2	3	2	3	4	44
2	2	2	2	6	49
2	1	3	2	5	48
2	2	3	4	5	42
2	2	2	2	5	47
2	2	2	5	7	42
2	3	3	2	4	42
8	3	2	2	5	44
2	2	2	2	5	42
2	2	2	2	5	47
2	3	5	2	5	51
4	3	2	3	5	55
2	2	2	2	7	42
2	1	2	3	5	44
3	2	4	2	14	47
2	3	3	3	5	49
2	4	2	3	4	44
2	2	2	2	5	55
2	2	2	3	5	42
2	2	2	2	6	43
2	2	2	3	9	52
2	2	2	2	6	48
3	2	2	2	5	42
2	3	4	2	5	48
2	2	3	2	5	43
2	2	2	2	5	42
4	2	3	2	5	47
2	2	2	2	5	41
3	2	2	2	4	46
3	2	3	2	6	56
2	1	2	2	5	42
2	1	2	2	5	47
3	2	2	2	5	58
2	2	3	3	4	47
2	2	1	3	5	48
2	3	3	3	19	46
4	3	2	2	4	42
2	2	2	2	5	42
2	2	3	2	4	57
3	2	3	2	6	44
2	3	2	2	10	49
3	2	2	5	5	45
2	2	1	2	5	42
2	2	3	3	5	47
3	2	3	2	4	42
3	2	2	2	4	41
3	2	2	2	4	42
3	2	2	2	21	47
2	2	2	3	5	42
2	2	2	2	6	48
2	2	2	2	10	46
2	2	3	3	6	49
2	2	3	2	4	48
2	3	8	3	4	41
2	2	2	2	6	40
2	2	2	2	4	43
3	2	2	2	6	44
2	2	2	2	5	42
2	3	3	2	4	46
2	3	2	3	10	64
3	2	2	2	5	45
2	2	2	4	5	41
3	2	2	2	13	47
3	2	2	3	5	42
3	3	2	4	5	41
2	3	8	2	4	46
2	1	2	3	5	41
2	2	2	2	5	46
2	2	2	3	6	44
2	2	2	2	5	48
2	2	2	2	7	44
2	2	1	3	17	42
2	2	2	2	5	47
2	2	2	2	5	41
2	4	3	2	14	43
3	2	2	2	4	43
3	2	3	3	5	42
2	2	6	2	5	42
2	1	2	2	4	43
2	2	2	2	9	41
3	2	2	3	13	51
2	2	2	3	5	47
1	2	3	2	5	47
2	2	3	3	5	45
2	4	1	2	4	43
2	2	2	2	5	41
2	2	2	2	8	42
2	2	3	2	4	41
2	2	2	2	5	42
2	1	2	2	11	44
2	2	1	2	5	47
3	2	2	4	5	43
2	2	2	3	16	47
2	1	2	2	4	44
3	3	3	3	5	41
2	2	2	3	13	43
2	2	3	3	5	41
2	2	2	2	4	41
2	2	2	2	16	40
2	1	2	2	8	42
2	2	2	2	5	42
2	3	2	4	5	55
