1	10	100	1000	10000	100000
16	6	5	7	27	93
10	6	5	5	12	85
4	3	4	3	9	45
3	3	4	3	6	49
4	2	3	3	6	75
3	3	4	4	5	49
3	3	3	3	6	62
5	3	3	3	5	49
4	3	4	4	5	41
3	4	4	4	4	54
3	3	3	3	5	46
2	3	3	3	6	42
3	3	3	3	28	49
4	3	3	3	6	49
3	3	4	3	6	58
3	3	5	4	6	41
3	4	3	4	5	45
4	2	3	3	7	68
3	3	3	3	5	49
3	3	2	3	6	43
14	3	3	3	6	43
4	5	5	5	13	46
3	3	3	3	8	67
3	2	3	4	6	44
3	4	3	4	6	47
3	3	3	4	5	52
3	4	3	3	6	45
5	4	3	3	12	43
3	6	5	3	6	43
3	4	3	4	5	41
3	3	5	8	11	68
4	4	5	4	13	48
3	4	5	3	8	61
4	4	3	6	8	57
4	3	4	3	4	48
2	2	3	2	5	48
3	5	3	4	5	48
2	2	2	3	6	40
3	2	3	2	5	43
3	3	2	3	5	62
3	3	2	3	5	45
3	3	3	5	11	42
2	3	3	3	9	58
3	2	2	4	5	44
3	3	3	3	5	42
3	2	3	2	4	49
3	5	2	2	6	44
6	3	3	3	5	45
3	2	3	2	5	64
2	3	2	2	6	43
3	2	3	5	5	48
2	3	3	2	19	48
2	2	2	2	5	48
3	2	3	5	6	49
3	3	2	3	5	49
2	2	3	2	6	43
2	4	2	2	4	45
6	3	2	2	6	61
2	2	2	3	5	51
2	2	2	3	6	48
4	2	2	3	5	42
3	2	2	3	9	42
3	2	2	2	8	49
2	5	4	5	5	42
3	2	3	3	9	48
3	3	2	2	5	56
2	5	3	3	5	49
4	2	2	3	5	44
2	2	2	3	6	61
3	3	2	3	5	43
4	2	3	3	5	43
2	2	2	2	10	54
2	3	2	3	8	49
2	3	2	4	5	45
2	2	2	3	5	62
2	3	3	2	6	46
2	3	3	2	5	41
2	3	3	3	17	44
3	2	3	3	8	44
3	3	3	3	5	46
3	2	3	2	5	48
3	3	3	3	11	46
2	3	3	3	5	49
3	3	3	4	6	42
3	3	2	4	5	50
2	4	4	4	7	56
2	4	2	3	4	48
3	4	2	2	5	50
3	2	2	3	4	58
2	3	2	3	5	41
2	2	3	2	6	46
2	3	3	3	10	54
2	2	2	3	5	46
2	3	3	4	5	42
2	2	2	2	4	51
3	2	2	3	4	44
3	3	3	3	5	41
2	3	2	2	5	45
3	2	2	3	4	48
3	3	3	3	5	43
2	2	2	3	5	45
3	2	2	2	6	44
2	2	6	5	6	45
4	2	3	3	4	48
3	2	3	2	5	44
3	2	3	3	8	42
4	2	3	2	6	47
2	3	2	2	5	45
3	3	3	4	6	71
5	3	4	4	8	93
4	3	5	5	13	86
3	4	5	3	7	61
2	3	2	3	5	62
2	3	4	3	4	56
3	3	3	3	5	54
3	3	3	9	5	42
5	3	7	2	6	47
2	2	2	2	4	41
2	3	3	2	6	52
2	2	2	3	6	42
4	2	2	2	10	49
3	2	2	3	6	46
3	2	2	3	5	47
3	2	4	3	5	50
2	4	2	3	4	43
3	3	2	3	5	51
3	2	2	2	5	42
2	2	2	3	5	42
3	2	2	2	5	49
2	3	3	2	21	44
2	2	3	3	8	42
2	2	2	3	6	47
3	3	3	2	4	49
3	2	2	2	5	44
2	4	2	2	6	43
3	3	4	3	5	42
2	2	2	2	6	42
3	2	3	2	5	49
3	3	3	4	21	43
2	2	2	3	5	49
2	2	2	2	7	45
3	2	3	5	6	51
3	2	3	2	5	46
