1	10	100	1000	10000	100000
17	7	5	6	25	147
6	5	5	7	7	77
6	6	5	5	11	54
3	18	3	3	6	50
3	3	3	4	5	48
3	3	4	3	6	68
5	3	5	3	5	43
4	4	3	4	6	47
3	3	3	4	5	40
5	3	3	3	6	43
4	3	4	3	5	42
4	3	5	4	5	43
3	3	3	3	5	44
3	3	3	3	5	55
4	4	3	3	7	49
3	3	3	4	7	47
3	3	2	4	7	48
4	3	4	4	5	48
4	4	5	4	5	51
4	3	4	5	5	46
3	3	3	3	5	50
6	6	5	4	8	51
4	3	3	3	16	42
7	3	2	3	5	54
3	3	2	3	5	57
4	3	3	3	6	46
3	3	3	2	11	61
2	3	3	5	9	45
5	4	3	3	7	49
3	3	4	6	5	49
3	4	3	6	11	52
5	3	3	5	13	64
5	6	5	3	6	46
4	7	4	3	5	41
3	2	3	5	5	48
8	2	2	3	6	45
3	2	3	3	5	49
2	3	2	4	5	55
3	3	3	2	6	45
3	2	2	3	9	44
3	3	3	3	10	56
3	3	3	3	6	49
2	2	2	5	5	52
3	3	2	2	4	53
2	3	3	3	6	49
3	2	2	2	4	43
2	4	3	3	5	51
2	3	2	2	5	48
5	3	2	3	6	48
3	3	2	2	6	52
2	2	3	4	5	46
3	2	2	3	5	42
2	2	2	3	8	46
3	3	3	4	11	49
2	9	4	3	7	48
2	2	3	3	5	49
3	3	2	3	6	61
2	2	3	2	5	50
3	2	2	3	5	42
2	7	3	3	6	66
3	2	2	3	4	43
5	3	2	2	5	47
3	3	4	3	5	43
2	2	2	3	5	43
3	3	3	3	5	44
3	7	3	3	9	47
2	3	2	2	9	47
3	3	3	3	6	47
3	3	3	5	4	45
3	3	2	2	5	49
2	2	4	2	5	48
3	3	3	2	18	43
2	4	2	2	4	43
2	2	3	2	5	54
5	3	4	3	6	43
3	3	2	2	5	42
2	2	2	4	6	59
2	2	3	2	5	46
3	3	2	3	6	45
3	3	3	4	7	59
4	2	2	3	5	43
2	3	2	2	5	49
3	2	3	2	5	65
3	3	3	3	4	50
2	2	3	2	5	44
3	5	3	5	10	58
3	3	2	3	4	47
4	2	2	3	5	43
2	3	3	3	5	57
2	2	2	3	4	41
2	2	2	3	5	40
3	3	3	2	7	56
3	2	2	2	5	49
2	3	2	3	7	49
3	3	9	9	11	46
3	2	3	2	5	49
2	2	2	2	6	60
2	3	4	3	5	43
4	2	3	2	5	47
3	3	3	4	6	55
3	3	2	2	4	47
2	2	2	2	4	48
3	2	3	3	6	57
2	3	2	3	11	44
3	3	4	4	12	45
2	4	4	4	9	95
4	3	3	6	7	54
2	2	2	3	5	49
3	8	3	3	5	62
3	3	2	3	6	46
3	2	3	3	5	54
5	3	2	2	5	59
3	2	2	2	6	43
2	3	2	3	5	57
2	2	2	2	5	44
3	3	2	3	5	59
3	3	3	2	10	40
2	2	2	2	11	47
2	3	2	2	5	55
3	2	2	4	6	45
2	3	3	2	5	46
2	2	4	3	5	62
2	2	2	2	5	42
3	3	2	3	6	50
4	2	3	2	4	44
3	3	2	2	6	48
3	3	2	2	5	49
2	3	3	3	6	50
3	2	2	3	5	44
3	3	2	2	6	45
3	3	2	2	17	46
2	2	2	3	4	41
3	3	2	2	5	46
3	3	3	2	11	51
3	2	2	3	5	42
3	3	2	2	5	41
3	2	8	2	4	46
2	2	2	2	5	42
3	2	3	3	7	54
2	2	3	3	5	46
3	3	2	2	6	44
3	2	2	3	11	42
3	2	3	3	10	50
2	2	2	3	5	48
3	3	3	3	6	53
3	2	3	2	4	48
2	1	4	2	5	47
2	2	2	2	5	49
2	3	3	4	4	44
4	2	3	2	6	45
2	3	3	4	5	59
2	3	2	3	6	50
2	3	2	2	5	41
2	2	2	3	5	57
2	3	2	3	14	43
2	2	2	3	10	53
2	4	4	2	5	58
4	3	4	3	5	47
2	2	2	2	4	47
3	2	3	2	5	51
3	4	3	3	6	43
2	2	3	3	5	47
4	2	2	2	4	68
3	2	3	2	5	46
2	3	2	3	5	44
2	2	3	3	6	64
2	3	2	2	6	48
3	3	2	3	10	50
3	2	3	4	9	67
3	2	2	5	7	53
3	2	2	2	5	46
3	3	4	3	5	64
3	4	4	2	5	41
2	4	2	6	11	49
2	3	2	3	5	59
4	2	2	3	6	45
2	3	2	2	5	45
2	2	3	2	5	57
3	2	2	3	5	45
2	3	3	2	5	44
2	3	2	3	6	47
3	2	3	3	7	48
2	2	2	4	5	46
4	2	2	3	4	55
3	2	4	3	7	50
3	2	2	2	5	42
2	4	3	2	4	51
2	2	2	3	9	44
2	2	2	3	4	43
2	3	2	2	5	56
2	3	3	3	5	45
3	3	2	2	5	43
2	2	2	2	10	54
2	3	3	3	9	46
2	2	2	2	7	47
2	2	2	5	5	54
2	2	3	2	5	98
1	1	3	3	5	50
6	2	2	3	5	44
3	2	2	3	4	103
