1	10	100	1000	10000	100000
3	5	4	5	24	47
5	4	5	7	10	92
17	5	7	9	13	51
3	4	3	4	6	47
3	3	3	5	5	58
3	3	3	2	6	48
4	3	5	4	5	48
3	4	3	3	5	59
3	5	4	3	8	42
4	2	3	4	7	48
3	3	3	3	5	56
3	3	4	4	5	43
3	4	3	3	5	53
3	3	3	3	6	51
3	3	3	3	11	43
3	4	3	3	6	48
4	3	3	3	5	61
4	2	4	4	6	50
3	3	2	3	5	48
2	3	3	4	6	45
6	3	3	3	6	47
4	4	4	4	15	49
4	3	2	3	4	44
3	3	3	2	5	47
3	3	3	3	6	49
3	4	3	3	6	44
4	3	4	4	6	50
3	2	3	3	11	44
3	3	3	5	11	62
3	4	3	5	6	50
3	5	3	5	6	45
3	3	7	5	8	57
4	3	3	4	6	56
4	5	3	3	5	43
3	3	2	2	4	44
5	3	2	2	5	55
2	3	3	3	5	50
2	3	2	2	6	44
2	3	2	3	5	54
2	2	3	3	8	44
4	2	3	3	6	45
2	2	3	3	7	47
3	3	3	5	5	49
3	2	2	3	5	47
2	2	6	3	4	65
2	2	2	3	5	51
2	3	3	3	5	50
5	3	2	3	6	59
3	2	3	2	5	48
2	2	2	3	5	49
3	3	2	3	5	60
4	2	2	3	5	44
3	3	2	2	9	42
3	2	2	2	11	48
2	2	3	3	6	49
3	2	2	4	5	44
2	2	2	4	5	59
2	3	3	3	5	41
2	2	2	2	6	46
3	3	2	2	5	59
5	4	3	2	5	45
2	3	2	3	5	43
3	3	2	2	5	57
6	3	3	2	6	49
2	3	3	2	5	43
3	2	3	2	6	41
3	4	2	2	6	45
3	2	2	3	4	46
2	2	2	4	5	60
3	2	2	2	5	49
3	2	3	2	4	41
2	3	2	3	5	61
3	2	3	2	4	41
4	3	2	3	5	48
2	3	3	3	5	56
3	3	2	2	5	45
2	2	2	4	4	48
3	2	3	3	5	55
2	3	2	3	9	55
3	2	3	3	6	49
3	2	4	2	6	50
3	2	3	4	5	62
2	2	2	3	4	53
3	2	2	3	4	48
2	2	2	3	5	42
3	4	3	3	9	41
4	2	3	2	5	43
2	2	3	2	5	43
3	3	4	3	5	48
3	3	3	2	4	45
2	3	2	3	7	43
2	3	2	2	7	66
2	2	2	2	8	47
3	2	2	3	5	47
3	2	3	3	6	49
2	2	5	3	5	42
3	2	2	3	5	43
4	3	4	4	5	49
